file,cell_type_gt,n_nodes,seed_used,held_out_F1,acc,axon_F1,basal_F1,apical_F1,stage1_pred,stage1_conf,stage1_correct,n_components,soma_z,apical_mean_z,apical_above_soma,apical_z_extent,axon_frac,apical_frac,basal_frac,pred_axon,pred_basal,pred_apical,elapsed_s,source
neuromorpho__interneuronEX.swc,interneuron,7317,42,0.0561,0.0596,0.0,0.1122,,interneuron,0.9151,True,1,-10.1,,,0.0,0.94,0.0,0.059,0,7316,0,0.56,neuromorpho
neuromorpho__242-2-24VN.swc,pyramidal,63,789,0.0606,0.0794,,0.1212,0.0,pyramidal,0.9375,True,1,0.0,11.77,11.77,61.17,0.0,0.397,0.587,0,29,33,0.31,neuromorpho
neuromorpho__PDE1c_vGluT2-ctrl_IN08.swc,interneuron,259,42,0.0674,0.0386,,0.0674,,pyramidal,0.6873,False,1,0.0,,,0.0,0.0,0.0,0.996,78,9,171,0.33,neuromorpho
neuromorpho__WT_1_3.swc,pyramidal,2940,both,0.07,0.1177,0.0,0.2101,0.0,pyramidal,0.9821,True,1,0.0,0.0,0.0,0.0,0.455,0.427,0.117,0,2939,0,0.87,neuromorpho
neuromorpho__170313_2.swc,interneuron,29884,42,0.0794,0.0414,,0.0794,,interneuron,0.9956,True,1,0.0,,,0.0,0.0,0.0,1.0,28647,1236,0,1.19,neuromorpho
neuromorpho__11220c3.swc,pyramidal,879,42,0.0911,0.1013,,0.1822,0.0,interneuron,0.4109,False,1,0.0,23.02,23.02,49.49,0.0,0.899,0.1,0,878,0,0.3,neuromorpho
neuromorpho__p120107-07-AAC.swc,interneuron,596,789,0.096,0.052,,0.096,,pyramidal,0.7955,False,1,12.0,,,0.0,0.0,0.0,0.998,204,30,361,0.36,neuromorpho
neuromorpho__Nov-9-IR-1-4d-40x-low-res.swc,pyramidal,1881,42,0.1026,0.1148,,0.2053,0.0,interneuron,0.541,False,1,0.0,-13.55,-13.55,44.69,0.0,0.885,0.114,0,1880,0,0.37,neuromorpho
neuromorpho__AINL.swc,interneuron,17,789,0.1111,0.1765,0.0,0.2222,,interneuron,0.7334,True,1,0.0,,,0.0,0.412,0.0,0.529,7,9,0,0.26,neuromorpho
neuromorpho__242-1-13VN.swc,pyramidal,261,42,0.1164,0.2146,0.0,0.3492,0.0,pyramidal,0.9889,True,1,0.0,6.35,6.35,106.44,0.1,0.421,0.475,69,191,0,0.34,neuromorpho
neuromorpho__241-2-15VN.swc,pyramidal,342,42,0.1234,0.1433,,0.2468,0.0,pyramidal,0.9976,True,1,0.0,16.52,16.52,109.87,0.0,0.36,0.637,2,171,168,0.35,neuromorpho
neuromorpho__Jul26-IR2-2H.swc,pyramidal,1889,42,0.1239,0.1419,,0.2478,0.0,interneuron,0.7354,False,1,0.0,4.48,4.48,78.03,0.0,0.858,0.141,0,1888,0,0.38,neuromorpho
neuromorpho__A627_NeuronA_40x_Tile_Trace_RK.swc,pyramidal,728,789,0.1273,0.147,,0.2545,0.0,pyramidal,0.9886,True,1,0.0,0.0,0.0,0.0,0.0,0.853,0.146,0,727,0,0.32,neuromorpho
neuromorpho__241-1-22-AW.swc,pyramidal,464,42,0.1354,0.2565,0.0,0.4062,0.0,pyramidal,0.997,True,1,0.0,-11.12,-11.12,78.38,0.009,0.123,0.866,284,179,0,0.38,neuromorpho
neuromorpho__m3s4s4b-med-deep.swc,pyramidal,234,789,0.1434,0.1709,,0.2868,0.0,interneuron,0.5186,False,1,0.0,8.65,8.65,34.61,0.0,0.829,0.167,0,233,0,0.26,neuromorpho
neuromorpho__060a000002.swc,interneuron,1505,789,0.1444,0.0784,,0.1444,,interneuron,0.934,True,1,0.0,,,0.0,0.0,0.0,0.999,1387,117,0,0.48,neuromorpho
neuromorpho__Green_4weeks_Neuron11.swc,pyramidal,51,789,0.1481,0.098,,0.1481,,pyramidal,0.9092,True,1,0.0,,,0.0,0.0,0.0,0.98,46,4,0,0.24,neuromorpho
neuromorpho__WT3-neuron8.swc,pyramidal,164,42,0.151,0.1829,0.0,0.3021,,interneuron,0.6525,False,1,0.0,,,0.0,0.817,0.0,0.177,0,163,0,0.29,neuromorpho
neuromorpho__B913_NeuronC_40x_Tile_Trace_MK.swc,pyramidal,1414,42,0.1564,0.186,,0.3128,0.0,pyramidal,0.998,True,1,0.0,0.0,0.0,0.0,0.0,0.814,0.185,0,1413,0,0.44,neuromorpho
neuromorpho__389-01-01.swc,pyramidal,779,42,0.1652,0.199,0.0,0.3305,,interneuron,0.5745,False,1,0.0,,,0.0,0.801,0.0,0.198,0,778,0,0.3,neuromorpho
neuromorpho__10331c1.swc,pyramidal,1597,42,0.1752,0.3569,0.0,0.5256,0.0,interneuron,0.3705,False,1,0.0,63.13,63.13,145.53,0.02,0.623,0.356,0,1596,0,0.34,neuromorpho
neuromorpho__236-1-12LS.swc,pyramidal,785,789,0.1867,0.2306,0.0,0.3734,,pyramidal,0.9732,True,1,0.0,,,0.0,0.02,0.0,0.978,297,196,291,0.44,neuromorpho
neuromorpho__3PO1_1.swc,pyramidal,1008,both,0.1882,0.3938,0.0,0.5645,0.0,pyramidal,0.9878,True,1,0.0,0.0,0.0,0.0,0.035,0.512,0.452,60,947,0,0.58,neuromorpho
neuromorpho__20171012A01.swc,pyramidal,2090,789,0.1935,0.4091,0.0,0.5804,0.0,interneuron,0.3659,False,1,0.0,-19.26,-19.26,77.69,0.013,0.578,0.409,0,2089,0,0.42,neuromorpho
neuromorpho__10n12c1.swc,pyramidal,1878,42,0.1962,0.4175,0.0,0.5887,0.0,interneuron,0.5809,False,1,0.0,38.57,38.57,100.99,0.006,0.577,0.417,0,1877,0,0.36,neuromorpho
neuromorpho__AAS3.swc,interneuron,6098,42,0.1978,0.1099,,0.1978,,interneuron,0.9909,True,1,0.0,,,0.0,0.0,0.0,1.0,5428,669,0,0.55,neuromorpho
neuromorpho__236-3-64LS.swc,pyramidal,520,789,0.2028,0.2558,,0.4055,0.0,pyramidal,0.9227,True,1,0.0,30.87,30.87,131.32,0.0,0.465,0.533,0,374,145,0.38,neuromorpho
neuromorpho__SstCre_cell7.swc,pyramidal,1315,42,0.2046,0.4433,0.0,0.6139,0.0,interneuron,0.5002,False,1,0.0,23.45,23.45,84.15,0.298,0.259,0.443,0,1314,0,0.34,neuromorpho
neuromorpho__KO1-4-3-9.swc,pyramidal,247,789,0.2047,0.4453,0.0,0.6141,0.0,interneuron,0.7526,False,1,0.0,-1.65,-1.65,39.0,0.198,0.356,0.441,0,246,0,0.34,neuromorpho
neuromorpho__X046_S1_Z2_C05.swc,pyramidal,660,both,0.2052,0.2409,,0.4104,0.0,pyramidal,0.9812,True,1,1.31,0.19,-1.11,28.67,0.0,0.298,0.7,47,308,304,0.85,neuromorpho
neuromorpho__1071-1-Sec5-LTL1.swc,pyramidal,2185,789,0.2063,0.1661,,0.4125,0.0,pyramidal,0.7554,True,1,0.0,21.93,21.93,64.8,0.0,0.362,0.638,791,362,1031,0.64,neuromorpho
neuromorpho__236-2-36LS.swc,pyramidal,436,789,0.2077,0.2638,,0.4153,0.0,pyramidal,0.9707,True,1,0.0,9.46,9.46,112.86,0.0,0.3,0.697,11,245,179,0.41,neuromorpho
neuromorpho__10o27c3.swc,pyramidal,1315,42,0.2114,0.4646,0.0,0.6341,0.0,interneuron,0.3835,False,1,0.0,5.66,5.66,33.0,0.016,0.519,0.464,0,1314,0,0.34,neuromorpho
neuromorpho__389-02-02A.swc,pyramidal,581,789,0.2123,0.4682,0.0,0.6369,0.0,interneuron,0.3772,False,1,0.0,-0.58,-0.58,42.0,0.012,0.52,0.466,0,580,0,0.29,neuromorpho
neuromorpho__C4_3.swc,pyramidal,1226,789,0.2126,0.2284,0.0,0.6377,0.0,pyramidal,0.9813,True,1,0.0,0.0,0.0,0.0,0.513,0.259,0.228,0,596,629,0.33,neuromorpho
neuromorpho__KOA-2-13-7.swc,pyramidal,298,789,0.2136,0.4732,0.0,0.6407,0.0,pyramidal,0.9582,True,1,0.0,11.92,11.92,59.0,0.03,0.436,0.53,18,279,0,0.4,neuromorpho
neuromorpho__Delayed3_4197_neurobiotin_TH.swc,interneuron,14987,789,0.2149,0.2738,0.0,0.4299,,interneuron,0.9017,True,1,0.0,,,0.0,0.153,0.0,0.847,8584,6402,0,0.64,neuromorpho
neuromorpho__B110430PYR.swc,pyramidal,3230,789,0.2174,0.4839,0.0,0.6521,0.0,interneuron,0.7269,False,1,0.0,24.42,24.42,63.6,0.008,0.508,0.484,0,3229,0,0.44,neuromorpho
neuromorpho__242-2-34LU.swc,pyramidal,400,789,0.2192,0.2825,,0.4384,0.0,pyramidal,0.9862,True,1,-0.0,19.7,19.71,141.36,0.0,0.718,0.28,0,399,0,0.45,neuromorpho
neuromorpho__Green_2weeks_Neuron10add'l.swc,pyramidal,25,789,0.2222,0.16,,0.2222,,pyramidal,0.9188,True,1,0.0,,,0.0,0.0,0.0,0.96,21,3,0,0.25,neuromorpho
neuromorpho__241-3-43LU.swc,pyramidal,701,both,0.2317,0.5335,0.0,0.6952,0.0,pyramidal,0.9882,True,1,0.0,-5.6,-5.6,120.85,0.004,0.191,0.803,162,510,28,0.9,neuromorpho
neuromorpho__243-3-42VN.swc,pyramidal,643,789,0.2317,0.5334,0.0,0.6951,0.0,pyramidal,0.9845,True,1,0.0,23.42,23.42,121.59,0.011,0.235,0.753,142,500,0,0.43,neuromorpho
neuromorpho__241-2-88LU.swc,pyramidal,323,42,0.2347,0.5449,0.0,0.7042,0.0,pyramidal,0.9957,True,1,0.0,6.15,6.15,112.92,0.019,0.115,0.864,104,218,0,0.33,neuromorpho
neuromorpho__236-3-32LS.swc,pyramidal,1626,789,0.2356,0.5467,0.0,0.7067,0.0,pyramidal,0.9661,True,1,0.0,-34.45,-34.45,142.2,0.006,0.229,0.765,356,1269,0,0.51,neuromorpho
hpf_ca1__202224_002_edited.swc,pyramidal,3065,both,0.2363,0.3096,0.0,0.4726,,pyramidal,0.9013,True,1,9765.29,,,0.0,0.284,0.0,0.716,1247,1817,0,1.01,hpf_ca1
neuromorpho__3PO2_2.swc,pyramidal,417,42,0.2369,0.1703,0.0,0.7107,0.0,pyramidal,0.9938,True,1,0.0,0.0,0.0,0.0,0.137,0.693,0.168,289,127,0,0.31,neuromorpho
neuromorpho__C3_3.swc,pyramidal,663,42,0.2411,0.5671,0.0,0.7232,0.0,pyramidal,0.9955,True,1,0.0,0.0,0.0,0.0,0.084,0.348,0.566,0,662,0,0.31,neuromorpho
neuromorpho__WT3-neuron3.swc,pyramidal,150,789,0.244,0.58,0.0,0.7319,0.0,interneuron,0.652,False,1,0.0,-7.28,-7.28,13.9,0.327,0.093,0.573,0,149,0,0.23,neuromorpho
neuromorpho__559-1-R1.swc,pyramidal,1420,789,0.2468,0.588,0.0,0.7403,0.0,pyramidal,0.6756,True,1,0.0,15.98,15.98,88.71,0.065,0.119,0.815,73,1095,251,0.47,neuromorpho
neuromorpho__11_06_13_-2_Cell_-4.swc,pyramidal,32289,789,0.2484,0.3274,0.0,0.7451,0.0,pyramidal,0.8852,True,1,0.0,-50.21,-50.21,318.58,0.224,0.449,0.327,14483,17805,0,1.24,neuromorpho
neuromorpho__243-3-19VN.swc,pyramidal,483,42,0.2504,0.6025,0.0,0.7513,0.0,pyramidal,0.993,True,1,0.0,5.92,5.92,53.68,0.014,0.05,0.934,92,321,69,0.44,neuromorpho
neuromorpho__05a_pyramidal10aACC.swc,pyramidal,716,42,0.2505,0.3352,,0.501,0.0,interneuron,0.6349,False,1,0.0,7.6,7.6,44.31,0.0,0.665,0.334,0,715,0,0.36,neuromorpho
neuromorpho__retina6_petal1_n1.swc,interneuron,6091,789,0.252,0.3371,0.0,0.5041,,interneuron,0.9707,True,1,0.0,,,0.0,0.229,0.0,0.771,2642,3448,0,0.71,neuromorpho
neuromorpho__20180207A01.swc,pyramidal,1997,42,0.2533,0.3395,,0.5065,0.0,interneuron,0.7794,False,1,0.0,-8.77,-8.77,35.45,0.0,0.578,0.421,164,1832,0,0.32,neuromorpho
neuromorpho__iPRCp_05.swc,pyramidal,10230,42,0.2562,0.3446,,0.5125,0.0,pyramidal,0.9634,True,1,0.0,2.28,2.28,148.69,0.0,0.281,0.719,0,6396,3833,0.85,neuromorpho
neuromorpho__mPFC_w1_L3_01.swc,pyramidal,2540,789,0.257,0.3201,0.0,0.7711,0.0,pyramidal,0.9517,True,1,0.0,5.01,5.01,75.0,0.49,0.19,0.32,0,1294,1245,0.65,neuromorpho
neuromorpho__11713c2.swc,pyramidal,1478,789,0.2608,0.3532,0.0,0.5215,,interneuron,0.7367,False,1,0.0,,,0.0,0.647,0.0,0.353,0,1477,0,0.4,neuromorpho
neuromorpho__KO1-4-1-3.swc,pyramidal,421,42,0.2655,0.6627,0.0,0.7966,0.0,pyramidal,0.6814,True,1,0.0,-0.29,-0.29,3.5,0.14,0.197,0.66,0,420,0,0.39,neuromorpho
neuromorpho__X043_S4_Z5_C02.swc,pyramidal,460,42,0.2659,0.2478,,0.5318,0.0,pyramidal,0.8994,True,1,0.17,-2.59,-2.75,39.73,0.0,0.32,0.678,147,113,199,0.36,neuromorpho
neuromorpho__171108-5.swc,interneuron,2106,789,0.266,0.3628,0.0,0.5321,,interneuron,0.9437,True,1,0.0,,,0.0,0.391,0.0,0.608,518,1587,0,0.67,neuromorpho
neuromorpho__822.swc,interneuron,960,42,0.2674,0.3656,0.0,0.5348,,interneuron,0.9963,True,1,-0.31,,,0.0,0.634,0.0,0.365,0,959,0,0.5,neuromorpho
neuromorpho__C2_5.swc,pyramidal,2417,789,0.2688,0.096,0.0,0.8063,0.0,pyramidal,0.8024,True,1,0.0,0.0,0.0,0.0,0.046,0.858,0.096,2074,342,0,0.37,neuromorpho
neuromorpho__X043_S5_Z2_C05_20x.swc,pyramidal,942,789,0.2688,0.3684,,0.5377,0.0,pyramidal,0.97,True,1,-0.57,-5.4,-4.83,43.45,0.0,0.206,0.793,0,540,401,0.42,neuromorpho
neuromorpho__Cell42.swc,interneuron,10414,789,0.2727,0.375,0.5454,0.0,,interneuron,0.9867,True,1,0.0,,,0.0,0.375,0.0,0.625,10413,0,0,1.42,neuromorpho
neuromorpho__241-2-2VN.swc,pyramidal,392,42,0.2735,0.6964,0.0,0.8205,0.0,pyramidal,0.9942,True,1,0.0,-29.18,-29.18,152.47,0.01,0.245,0.742,8,372,11,0.42,neuromorpho
neuromorpho__Anstoetz_Toolbox-IN15.swc,interneuron,1638,789,0.2782,0.3858,0.0,0.5564,,interneuron,0.7641,True,1,-0.0,,,0.0,0.614,0.0,0.385,0,1637,0,0.49,neuromorpho
neuromorpho__802s1c1.swc,pyramidal,2480,789,0.2795,0.7222,0.0,0.8386,0.0,interneuron,0.4999,False,1,0.0,-3.67,-3.67,39.37,0.027,0.25,0.722,0,2479,0,0.4,neuromorpho
neuromorpho__AAS15.swc,interneuron,1164,789,0.2809,0.1641,,0.2809,,pyramidal,0.6821,False,1,0.0,,,0.0,0.0,0.0,0.999,30,190,943,0.47,neuromorpho
neuromorpho__241-3-33LU.swc,pyramidal,665,789,0.2834,0.7398,0.0,0.8502,0.0,pyramidal,0.9662,True,1,0.0,-15.16,-15.16,125.42,0.008,0.177,0.814,50,614,0,0.39,neuromorpho
neuromorpho__2-ENU2-veichle-neuron1_2.swc,pyramidal,198,42,0.2836,0.399,,0.5673,0.0,interneuron,0.6776,False,1,0.0,-2.62,-2.62,21.35,0.0,0.601,0.394,0,197,0,0.28,neuromorpho
neuromorpho__I5-19.swc,pyramidal,284,789,0.2848,0.7465,0.0,0.8543,0.0,interneuron,0.3998,False,1,0.0,-4.7,-4.7,13.06,0.137,0.116,0.743,0,283,0,0.26,neuromorpho
neuromorpho__241-3-42LU.swc,pyramidal,396,789,0.2857,0.4015,0.0,0.5714,,pyramidal,0.975,True,1,0.0,,,0.0,0.01,0.0,0.987,6,162,227,0.35,neuromorpho
neuromorpho__242-1-16VN.swc,pyramidal,421,789,0.2862,0.753,0.0,0.8587,0.0,pyramidal,0.9805,True,1,0.0,0.28,0.28,118.53,0.012,0.211,0.774,10,410,0,0.38,neuromorpho
neuromorpho__560-3-R1.swc,pyramidal,1348,42,0.2865,0.4021,,0.5731,0.0,pyramidal,0.9437,True,1,0.0,32.42,32.42,88.56,0.0,0.598,0.401,0,1347,0,0.5,neuromorpho
neuromorpho__236-2a-16-AW.swc,pyramidal,545,789,0.2898,0.4092,0.0,0.5796,,pyramidal,0.9806,True,1,0.0,,,0.0,0.017,0.0,0.982,91,231,222,0.43,neuromorpho
neuromorpho__Cell22.swc,interneuron,10276,42,0.2932,0.4149,0.0,0.5865,,interneuron,0.9977,True,1,0.0,,,0.0,0.585,0.0,0.415,0,10275,0,0.96,neuromorpho
neuromorpho__A627_NeuronB_40x_Tile_Trace_MK.swc,pyramidal,743,789,0.2933,0.4159,,0.5867,0.0,pyramidal,0.9824,True,1,0.0,0.0,0.0,0.0,0.0,0.584,0.415,0,742,0,0.39,neuromorpho
neuromorpho__Anstoetz_O-LM_IN1.swc,interneuron,791,789,0.2937,0.1732,,0.2937,,pyramidal,0.6974,False,1,0.0,,,0.0,0.0,0.0,0.999,291,136,363,0.36,neuromorpho
neuromorpho__B2_slide3_neuron3.swc,pyramidal,372,both,0.3,0.4301,,0.6,0.0,pyramidal,0.9579,True,1,-13.06,-26.83,-13.77,78.51,0.0,0.333,0.664,77,283,11,0.75,neuromorpho
neuromorpho__A1_slide3_5.swc,pyramidal,576,both,0.3016,0.4479,0.0,0.9049,0.0,pyramidal,0.959,True,1,-27.77,-51.23,-23.46,41.49,0.094,0.458,0.446,264,311,0,0.61,neuromorpho
neuromorpho__dIN-1354-nrn-ns-100902-transl-invX-scaled-straightened.swc,interneuron,122,789,0.302,0.377,0.604,0.0,0.0,interneuron,0.8537,True,1,4.22,16.98,12.77,10.15,0.369,0.139,0.484,104,17,0,0.26,neuromorpho
neuromorpho__241-2-93LU.swc,pyramidal,586,42,0.3088,0.4454,,0.6176,0.0,pyramidal,0.995,True,1,0.0,0.0,0.0,0.0,0.0,0.005,0.993,3,260,322,0.41,neuromorpho
neuromorpho__m3s4s4t-vp-mid.swc,pyramidal,256,789,0.3089,0.4492,,0.6179,0.0,interneuron,0.398,False,1,0.0,2.4,2.4,35.87,0.0,0.551,0.445,0,255,0,0.28,neuromorpho
neuromorpho__207B-2-R2.swc,pyramidal,490,789,0.3093,0.449,,0.6186,0.0,pyramidal,0.8569,True,1,0.0,5.15,5.15,23.28,0.0,0.551,0.447,0,489,0,0.32,neuromorpho
neuromorpho__236-1-10LS.swc,pyramidal,767,42,0.3099,0.4498,,0.6198,0.0,pyramidal,0.9777,True,1,0.0,15.78,15.78,74.28,0.0,0.102,0.897,344,422,0,0.41,neuromorpho
neuromorpho__Fig5a_8cell.swc,pyramidal,1930,42,0.3108,0.4513,,0.6217,0.0,interneuron,0.4879,False,1,0.0,-32.11,-32.11,168.15,0.0,0.549,0.451,0,1929,0,0.36,neuromorpho
neuromorpho__retina1_petal1_n2.swc,interneuron,8845,789,0.3165,0.4632,0.0,0.6331,,interneuron,0.9729,True,1,0.0,,,0.0,0.537,0.0,0.463,0,8844,0,0.89,neuromorpho
neuromorpho__B2_slide3_14.swc,pyramidal,411,789,0.3201,0.4745,0.0,0.9604,0.0,pyramidal,0.9639,True,1,-12.47,-18.8,-6.33,87.67,0.039,0.487,0.472,200,210,0,0.39,neuromorpho
neuromorpho__B2_slide3_8.swc,pyramidal,742,42,0.3223,0.5337,0.0,0.967,0.0,pyramidal,0.8177,True,1,-13.12,-3.53,9.59,48.58,0.036,0.43,0.532,319,422,0,0.35,neuromorpho
neuromorpho__1128-2-Sec1-BSL2.swc,pyramidal,1880,42,0.3229,0.4771,,0.6458,0.0,pyramidal,0.9525,True,1,0.0,-5.86,-5.86,69.23,0.0,0.491,0.509,60,1819,0,0.45,neuromorpho
neuromorpho__KO5-Neuron6.swc,pyramidal,45,42,0.3231,0.4889,0.0,0.6462,,pyramidal,0.9959,True,1,0.0,,,0.0,0.511,0.0,0.467,0,44,0,0.31,neuromorpho
neuromorpho__236-3-47LS.swc,pyramidal,449,42,0.3263,0.4855,0.0,0.6526,,pyramidal,0.9966,True,1,0.0,,,0.0,0.013,0.0,0.984,19,223,206,0.4,neuromorpho
neuromorpho__72715-V1-5Slice4Cell1.swc,pyramidal,738,42,0.3269,0.4864,,0.6539,0.0,pyramidal,0.9789,True,1,0.0,15.71,15.71,28.39,0.0,0.24,0.759,202,535,0,0.43,neuromorpho
neuromorpho__236-3-51LS.swc,pyramidal,300,42,0.3282,0.7567,0.0,0.9847,0.0,pyramidal,0.99,True,1,0.0,-2.87,-2.87,105.36,0.023,0.22,0.753,66,233,0,0.4,neuromorpho
neuromorpho__B1_slide1_6.swc,pyramidal,411,789,0.3289,0.635,0.0,0.9867,0.0,pyramidal,0.9682,True,1,-16.69,-28.01,-11.32,36.14,0.017,0.348,0.633,143,267,0,0.33,neuromorpho
hpf_ca1__210107_029_edited.swc,pyramidal,12726,both,0.3333,0.065,0.0,1.0,0.0,pyramidal,0.9954,True,1,8058.57,7592.57,-466.0,2534.3,0.089,0.846,0.065,10765,826,1134,1.49,hpf_ca1
neuromorpho__A586_NeuronC_40x_Tile_Trace_MK.swc,pyramidal,785,42,0.3339,0.5019,,0.6678,0.0,pyramidal,0.9951,True,1,0.0,0.0,0.0,0.0,0.0,0.498,0.501,0,784,0,0.42,neuromorpho
neuromorpho__A4_slide3_19.swc,pyramidal,386,789,0.3417,0.601,0.0,0.2925,0.7326,pyramidal,0.8823,True,1,-14.8,-14.76,0.04,83.7,0.021,0.896,0.08,4,181,200,0.36,neuromorpho
neuromorpho__2017-24-02-slice-3-cell-2-rotated.swc,interneuron,7339,789,0.343,0.5221,0.0,0.686,,interneuron,0.9839,True,1,0.0,,,0.0,0.083,0.0,0.917,2901,4437,0,0.47,neuromorpho
neuromorpho__Layer-2-3-Ethanol-8.swc,pyramidal,289,789,0.3455,0.5294,,0.6909,0.0,pyramidal,0.9686,True,1,0.0,-3.83,-3.83,57.98,0.0,0.398,0.599,0,267,21,0.43,neuromorpho
neuromorpho__T84_NeuronC_Tile_Trace_MB.swc,pyramidal,391,42,0.3456,0.5294,,0.6913,0.0,pyramidal,0.9949,True,1,0.0,0.04,0.04,0.43,0.0,0.471,0.527,0,390,0,0.53,neuromorpho
hpf_ca1__210013_013_edited.swc,pyramidal,53050,42,0.3498,0.9496,0.9988,0.0505,0.0,pyramidal,0.9983,True,1,2409.75,2537.18,127.43,541.94,0.951,0.048,0.001,50306,2743,0,2.13,hpf_ca1
neuromorpho__2016-30-09-slice-4-cell-8-rotated.swc,interneuron,4380,42,0.3517,0.5427,0.0,0.7035,,interneuron,0.9854,True,1,0.0,,,0.0,0.457,0.0,0.542,0,4379,0,0.43,neuromorpho
neuromorpho__Mouse-CA2-Ma-Pyramidal-Cell.swc,pyramidal,2399,789,0.3536,0.5473,,0.7073,0.0,interneuron,0.7753,False,1,-4.18,4.9,9.08,165.88,0.0,0.453,0.547,0,2398,0,0.75,neuromorpho
neuromorpho__06b_pyramidal10aFI.swc,pyramidal,908,789,0.354,0.5485,,0.708,0.0,interneuron,0.3633,False,1,0.0,71.67,71.67,155.88,0.0,0.452,0.547,0,907,0,0.41,neuromorpho
neuromorpho__august5s1-cell-1.swc,pyramidal,822,42,0.3541,0.5487,,0.7081,0.0,interneuron,0.6258,False,1,0.0,10.74,10.74,25.25,0.0,0.451,0.547,0,821,0,0.29,neuromorpho
neuromorpho__236-3-8LS.swc,pyramidal,731,both,0.3608,0.565,0.0,0.7215,,pyramidal,0.9654,True,1,0.0,,,0.0,0.012,0.0,0.986,138,421,171,0.76,neuromorpho
neuromorpho__C992-whole-3.swc,pyramidal,123,789,0.3613,0.5691,,0.7225,0.0,pyramidal,0.9245,True,1,0.0,-35.85,-35.85,120.0,0.0,0.431,0.561,0,122,0,0.28,neuromorpho
neuromorpho__236-1-24LS.swc,pyramidal,505,42,0.3682,0.3228,0.0,0.3241,0.7805,pyramidal,0.9978,True,1,0.0,-30.25,-30.25,101.1,0.008,0.248,0.743,293,131,80,0.4,neuromorpho
neuromorpho__T22_NeuronB_Tile_Trace_MK.swc,pyramidal,2894,42,0.3683,0.5833,,0.7367,0.0,pyramidal,0.9936,True,1,0.0,0.0,0.0,0.0,0.0,0.417,0.583,0,2893,0,0.55,neuromorpho
neuromorpho__august8s1-cell-3.swc,pyramidal,898,42,0.3723,0.5935,,0.7446,0.0,interneuron,0.6678,False,1,0.0,-29.1,-29.1,51.69,0.0,0.323,0.676,75,822,0,0.32,neuromorpho
neuromorpho__I5-13.swc,pyramidal,253,789,0.3747,0.6008,,0.7494,0.0,pyramidal,0.7761,True,1,0.0,21.08,21.08,33.17,0.0,0.249,0.747,38,214,0,0.34,neuromorpho
